1.0000000 -0.3345024 -0.3427011 -0.3429500
1.0106000 -0.3429333 -0.3511796 -0.3514343
1.0212000 -0.3510289 -0.3593222 -0.3595825
1.0318000 -0.3588031 -0.3671433 -0.3674089
1.0424000 -0.3662694 -0.3746561 -0.3749268
1.0530000 -0.3734406 -0.3818735 -0.3821490
1.0636000 -0.3803287 -0.3888077 -0.3890877
1.0742000 -0.3869452 -0.3954701 -0.3957544
1.0848000 -0.3933011 -0.4018717 -0.4021602
1.0954000 -0.3994069 -0.4080232 -0.4083156
1.1060000 -0.4052725 -0.4139344 -0.4142305
1.1166000 -0.4109074 -0.4196148 -0.4199145
1.1272000 -0.4163206 -0.4250735 -0.4253766
1.1378000 -0.4215209 -0.4303192 -0.4306255
1.1484000 -0.4265163 -0.4353602 -0.4356695
1.1590000 -0.4313149 -0.4402042 -0.4405165
1.1696000 -0.4359240 -0.4448589 -0.4451740
1.1802000 -0.4403509 -0.4493314 -0.4496492
1.1908000 -0.4446025 -0.4536286 -0.4539490
1.2014000 -0.4486853 -0.4577571 -0.4580800
1.2120000 -0.4526055 -0.4617231 -0.4620484
1.2226000 -0.4563692 -0.4655326 -0.4658602
1.2332000 -0.4599821 -0.4691914 -0.4695213
1.2438000 -0.4634498 -0.4727050 -0.4730371
1.2544000 -0.4667774 -0.4760786 -0.4764130
1.2650000 -0.4699701 -0.4793174 -0.4796538
1.2756000 -0.4730327 -0.4824261 -0.4827647
1.2862000 -0.4759698 -0.4854094 -0.4857500
1.2968000 -0.4787858 -0.4882717 -0.4886143
1.3074000 -0.4814850 -0.4910173 -0.4913619
1.3180000 -0.4840717 -0.4936503 -0.4939968
1.3286000 -0.4865495 -0.4961746 -0.4965230
1.3392000 -0.4889224 -0.4985940 -0.4989443
1.3498000 -0.4911940 -0.5009121 -0.5012642
1.3604000 -0.4933677 -0.5031324 -0.5034863
1.3710000 -0.4954469 -0.5052582 -0.5056140
1.3816000 -0.4974349 -0.5072928 -0.5076504
1.3922000 -0.4993346 -0.5092392 -0.5095985
1.4028000 -0.5011491 -0.5111004 -0.5114615
1.4134000 -0.5028814 -0.5128794 -0.5132422
1.4240000 -0.5045340 -0.5145787 -0.5149432
1.4346000 -0.5061099 -0.5162012 -0.5165674
1.4452000 -0.5076112 -0.5177494 -0.5181172
1.4558000 -0.5090408 -0.5192256 -0.5195950
1.4664000 -0.5104009 -0.5206324 -0.5210033
1.4770000 -0.5116937 -0.5219719 -0.5223444
1.4876000 -0.5129216 -0.5232465 -0.5236205
1.4982000 -0.5140867 -0.5244581 -0.5248336
1.5088000 -0.5151909 -0.5256090 -0.5259859
1.5194000 -0.5162364 -0.5267010 -0.5270793
1.5300000 -0.5172250 -0.5277360 -0.5281156
1.5406000 -0.5181586 -0.5287160 -0.5290970
1.5512000 -0.5190389 -0.5296427 -0.5300249
1.5618000 -0.5198677 -0.5305179 -0.5309013
1.5724000 -0.5206467 -0.5313431 -0.5317277
1.5830000 -0.5213776 -0.5321200 -0.5325058
1.5936000 -0.5220617 -0.5328502 -0.5332371
1.6042000 -0.5227008 -0.5335351 -0.5339232
1.6148000 -0.5232961 -0.5341764 -0.5345654
1.6254000 -0.5238493 -0.5347752 -0.5351652
1.6360000 -0.5243616 -0.5353330 -0.5357239
1.6466000 -0.5248343 -0.5358512 -0.5362429
1.6572000 -0.5252688 -0.5363309 -0.5367235
1.6678000 -0.5256662 -0.5367735 -0.5371668
1.6784000 -0.5260279 -0.5371801 -0.5375741
1.6890000 -0.5263549 -0.5375518 -0.5379465
1.6996000 -0.5266485 -0.5378899 -0.5382853
1.7102000 -0.5269096 -0.5381954 -0.5385913
1.7208000 -0.5271394 -0.5384693 -0.5388657
1.7314000 -0.5273390 -0.5387127 -0.5391095
1.7420000 -0.5275092 -0.5389265 -0.5393238
1.7526000 -0.5276511 -0.5391118 -0.5395094
1.7632000 -0.5277657 -0.5392694 -0.5396673
1.7738000 -0.5278538 -0.5394003 -0.5397984
1.7844000 -0.5279164 -0.5395053 -0.5399036
1.7950000 -0.5279543 -0.5395853 -0.5399837
1.8056000 -0.5279683 -0.5396411 -0.5400395
1.8162000 -0.5279593 -0.5396736 -0.5400719
1.8268000 -0.5279281 -0.5396834 -0.5400817
1.8374000 -0.5278755 -0.5396713 -0.5400695
1.8480000 -0.5278021 -0.5396381 -0.5400361
1.8586000 -0.5277087 -0.5395845 -0.5399822
1.8692000 -0.5275961 -0.5395111 -0.5399085
1.8798000 -0.5274649 -0.5394188 -0.5398157
1.8904000 -0.5273159 -0.5393080 -0.5397045
1.9010000 -0.5271495 -0.5391795 -0.5395755
1.9116000 -0.5269666 -0.5390338 -0.5394291
1.9222000 -0.5267677 -0.5388716 -0.5392662
1.9328000 -0.5265534 -0.5386933 -0.5390873
1.9434000 -0.5263243 -0.5384997 -0.5388928
1.9540000 -0.5260810 -0.5382912 -0.5386835
1.9646000 -0.5258241 -0.5380684 -0.5384597
1.9752000 -0.5255540 -0.5378318 -0.5382222
1.9858000 -0.5252713 -0.5375820 -0.5379712
1.9964000 -0.5249766 -0.5373192 -0.5377073
