1.0000000 -0.3517883 -0.3594826 -0.3595921
1.0106000 -0.3595206 -0.3672853 -0.3673970
1.0212000 -0.3669482 -0.3747836 -0.3748975
1.0318000 -0.3740834 -0.3819900 -0.3821061
1.0424000 -0.3809380 -0.3889161 -0.3890345
1.0530000 -0.3875234 -0.3955734 -0.3956940
1.0636000 -0.3938501 -0.4019726 -0.4020955
1.0742000 -0.3999285 -0.4081239 -0.4082490
1.0848000 -0.4057683 -0.4140370 -0.4141644
1.0954000 -0.4113788 -0.4197212 -0.4198509
1.1060000 -0.4167688 -0.4251855 -0.4253175
1.1166000 -0.4219469 -0.4304383 -0.4305726
1.1272000 -0.4269211 -0.4354876 -0.4356243
1.1378000 -0.4316992 -0.4403414 -0.4404805
1.1484000 -0.4362884 -0.4450069 -0.4451484
1.1590000 -0.4406960 -0.4494913 -0.4496351
1.1696000 -0.4449287 -0.4538012 -0.4539474
1.1802000 -0.4489928 -0.4579433 -0.4580919
1.1908000 -0.4528946 -0.4619236 -0.4620746
1.2014000 -0.4566400 -0.4657480 -0.4659014
1.2120000 -0.4602347 -0.4694223 -0.4695782
1.2226000 -0.4636840 -0.4729519 -0.4731102
1.2332000 -0.4669932 -0.4763420 -0.4765028
1.2438000 -0.4701673 -0.4795976 -0.4797609
1.2544000 -0.4732111 -0.4827235 -0.4828893
1.2650000 -0.4761290 -0.4857243 -0.4858926
1.2756000 -0.4789256 -0.4886044 -0.4887753
1.2862000 -0.4816050 -0.4913679 -0.4915414
1.2968000 -0.4841713 -0.4940192 -0.4941951
1.3074000 -0.4866283 -0.4965618 -0.4967404
1.3180000 -0.4889799 -0.4989998 -0.4991809
1.3286000 -0.4912296 -0.5013364 -0.5015202
1.3392000 -0.4933807 -0.5035755 -0.5037619
1.3498000 -0.4954366 -0.5057201 -0.5059091
1.3604000 -0.4974036 -0.5077527 -0.5079600
1.3710000 -0.4992837 -0.5097031 -0.5099236
1.3816000 -0.5010803 -0.5115681 -0.5118014
1.3922000 -0.5027961 -0.5133503 -0.5135961
1.4028000 -0.5044339 -0.5150525 -0.5153105
1.4134000 -0.5059961 -0.5166773 -0.5169472
1.4240000 -0.5074852 -0.5182273 -0.5185088
1.4346000 -0.5089037 -0.5197049 -0.5199978
1.4452000 -0.5102538 -0.5211126 -0.5214164
1.4558000 -0.5115378 -0.5224527 -0.5227671
1.4664000 -0.5127577 -0.5237273 -0.5240519
1.4770000 -0.5139157 -0.5249387 -0.5252731
1.4876000 -0.5150137 -0.5260889 -0.5264326
1.4982000 -0.5160537 -0.5271797 -0.5275325
1.5088000 -0.5170377 -0.5282135 -0.5285747
1.5194000 -0.5179672 -0.5291919 -0.5295611
1.5300000 -0.5188442 -0.5301166 -0.5304934
1.5406000 -0.5196703 -0.5309895 -0.5313734
1.5512000 -0.5204471 -0.5318122 -0.5322029
1.5618000 -0.5211762 -0.5325864 -0.5329833
1.5724000 -0.5218590 -0.5333138 -0.5337164
1.5830000 -0.5224973 -0.5339956 -0.5344036
1.5936000 -0.5230922 -0.5346336 -0.5350465
1.6042000 -0.5236453 -0.5352291 -0.5356465
1.6148000 -0.5241577 -0.5357836 -0.5362050
1.6254000 -0.5246310 -0.5362984 -0.5367233
1.6360000 -0.5250664 -0.5367746 -0.5372028
1.6466000 -0.5254649 -0.5372136 -0.5376447
1.6572000 -0.5258279 -0.5376168 -0.5380502
1.6678000 -0.5261564 -0.5379851 -0.5384206
1.6784000 -0.5264517 -0.5383197 -0.5387571
1.6890000 -0.5267147 -0.5386218 -0.5390606
1.6996000 -0.5269466 -0.5388926 -0.5393325
1.7102000 -0.5271483 -0.5391329 -0.5395737
1.7208000 -0.5273208 -0.5393437 -0.5397851
1.7314000 -0.5274652 -0.5395262 -0.5399679
1.7420000 -0.5275823 -0.5396810 -0.5401229
1.7526000 -0.5276730 -0.5398093 -0.5402511
1.7632000 -0.5277382 -0.5399120 -0.5403535
1.7738000 -0.5277789 -0.5399897 -0.5404308
1.7844000 -0.5277958 -0.5400434 -0.5404840
1.7950000 -0.5277896 -0.5400740 -0.5405138
1.8056000 -0.5277614 -0.5400822 -0.5405211
1.8162000 -0.5277116 -0.5400686 -0.5405065
1.8268000 -0.5276413 -0.5400341 -0.5404709
1.8374000 -0.5275509 -0.5399794 -0.5404150
1.8480000 -0.5274414 -0.5399051 -0.5403395
1.8586000 -0.5273133 -0.5398120 -0.5402450
1.8692000 -0.5271673 -0.5397007 -0.5401322
1.8798000 -0.5270041 -0.5395718 -0.5400018
1.8904000 -0.5268243 -0.5394258 -0.5398543
1.9010000 -0.5266286 -0.5392636 -0.5396904
1.9116000 -0.5264175 -0.5390854 -0.5395107
1.9222000 -0.5261915 -0.5388921 -0.5393156
1.9328000 -0.5259514 -0.5386840 -0.5391058
1.9434000 -0.5256976 -0.5384617 -0.5388818
1.9540000 -0.5254308 -0.5382258 -0.5386440
1.9646000 -0.5251513 -0.5379767 -0.5383931
1.9752000 -0.5248597 -0.5377149 -0.5381295
1.9858000 -0.5245567 -0.5374409 -0.5378536
1.9964000 -0.5242426 -0.5371552 -0.5375659
2.0070000 -0.5239178 -0.5368581 -0.5372668
2.0176000 -0.5235829 -0.5365501 -0.5369568
2.0282000 -0.5232384 -0.5362317 -0.5366364
2.0388000 -0.5228847 -0.5359032 -0.5363059
2.0494000 -0.5225221 -0.5355651 -0.5359656
2.0600000 -0.5221513 -0.5352177 -0.5356160
2.0706000 -0.5217724 -0.5348615 -0.5352576
2.0812000 -0.5213859 -0.5344968 -0.5348906
2.0918000 -0.5209924 -0.5341239 -0.5345154
2.1024000 -0.5205920 -0.5337432 -0.5341323
2.1130000 -0.5201853 -0.5333551 -0.5337417
2.1236000 -0.5197725 -0.5329598 -0.5333440
2.1342000 -0.5193539 -0.5325577 -0.5329394
2.1448000 -0.5189301 -0.5321492 -0.5325283
2.1554000 -0.5185013 -0.5317345 -0.5321109
2.1660000 -0.5180678 -0.5313140 -0.5316877
2.1766000 -0.5176300 -0.5308878 -0.5312588
2.1872000 -0.5171881 -0.5304564 -0.5308245
