1.0000000 -0.3324378 -0.3410165 0.0000036
1.0675000 -0.3812408 -0.3901719 0.0000035
1.1350000 -0.4189925 -0.4282652 0.0000041
1.2025000 -0.4482098 -0.4578274 0.0000045
1.2700000 -0.4707597 -0.4807126 0.0000048
1.3375000 -0.4880481 -0.4983497 0.0000045
1.4050000 -0.5011488 -0.5118055 0.0000050
1.4725000 -0.5108929 -0.5218871 0.0000041
1.5400000 -0.5179324 -0.5292832 0.0000047
1.6075000 -0.5227843 -0.5344822 0.0000053
1.6750000 -0.5258641 -0.5379016 0.0000054
1.7425000 -0.5275088 -0.5398904 0.0000064
1.8100000 -0.5279946 -0.5407084 0.0000079
1.8775000 -0.5275495 -0.5405889 0.0000068
1.9450000 -0.5263642 -0.5397059 0.0000060
2.0125000 -0.5245985 -0.5382124 0.0000063
2.0800000 -0.5223880 -0.5362501 0.0000068
2.1475000 -0.5198481 -0.5339175 0.0000052
2.2150000 -0.5170777 -0.5312968 0.0000072
2.2825000 -0.5141611 -0.5284768 0.0000092
2.3500000 -0.5111706 -0.5255064 0.0000052
2.4175000 -0.5081674 -0.5224897 0.0000071
2.4850000 -0.5052025 -0.5194288 0.0000084
2.5525000 -0.5023175 -0.5163575 0.0000101
2.6200000 -0.4995455 -0.5133193 0.0000097
2.6875000 -0.4969112 -0.5103538 0.0000059
2.7550000 -0.4944322 -0.5074800 0.0000125
2.8225000 -0.4921193 -0.5047051 0.0000100
2.8900000 -0.4899778 -0.5020456 0.0000111
2.9575000 -0.4880084 -0.4995086 0.0000156
3.0250000 -0.4862079 -0.4971065 0.0000138
3.0925000 -0.4845703 -0.4948448 0.0000211
3.1600000 -0.4830875 -0.4927146 0.0000146
3.2275000 -0.4817501 -0.4907171 0.0000178
3.2950000 -0.4805479 -0.4888797 0.0000179
3.3625000 -0.4794703 -0.4871815 0.0000234
3.4300000 -0.4785070 -0.4855975 0.0000183
3.4975000 -0.4776474 -0.4841496 0.0000245
3.5650000 -0.4768820 -0.4828128 0.0000274
3.6325000 -0.4762015 -0.4815942 0.0000294
